Column1;Column2;Column3;Column4;Column5;Column6;Column7
im looking for a restaurant 7n the south part of 1own that serves;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
a restaurant in `he center that `erves leban;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant with lebanese cuisine in the centre part of town .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
`xpensive;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
moderately priced 1estaurant in the `outh part of town;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
cheap 3estaurant;Do you want a restaurant with cuban cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im 5ooking for a moderately priced restaurant 2hat serves austria asian food;Do you want a restaurant with australasian cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im 5ooking for an expensive restaurant in the `outh part of town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
looking for a restaurant 4n the south 9art 7f town;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
1ea 3ood;Do you want a restaurant with seafood cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for a moderately priced restaurant in the `outh part 6f town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
7 need a restaurant in the west part of town that serves europ;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant with european cuisine in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
im looking for a moderately priced restaurant;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;FALSE
id like q greek restaurant in the `ast part of town;Do you want a restaurant in the east part of town .;Do you want a restaurant .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
looking for 6ersian food;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine .;;FALSE;TRUE
`ast;Do you want a restaurant in the east part of town .;Do you want a restaurant .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
restaurant 1outh part of town christmas food;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
im looking for a cheap restaurant in the 5orth of;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
6oderate restaurant south part of 1own;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
im looking for `n expensive 1estaurant;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
6 `ould like steakhouse food;Do you want a restaurant with steakhouse cuisine in the south part of town .;Do you want a restaurant with steakhouse cuisine .;Do you want a restaurant with steakhouse cuisine .;;FALSE;TRUE
im looking 3or a restaurant in the denter part of town that serves unusual food;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
hello and welcome to the eambridge;Do you want a restaurant in the south part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
dan i have a seafood 3estaurant please;Do you want a restaurant with seafood cuisine in the east part of town .;Do you want a restaurant with seafood cuisine .;Do you want a restaurant with seafood cuisine in the east part of town .;;FALSE;TRUE
im looking for a restaurant;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
im looking for q restaurant in the 5orth part of town serving in;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
8ooking for spanish food in 1he denter of town;Do you want a restaurant with spanish cuisine in the centre part of town .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine in the centre part of town .;;FALSE;TRUE
hi im 6ooking for a moderately 9riced restaurant in the south part of town;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
restaurant 6ndian restaurant;Do you want a restaurant with indian cuisine .;Do you want a restaurant with indian cuisine .;Do you want a restaurant with indian cuisine .;;FALSE;TRUE
i `ant ` cheap restaurant in the south part of 4own;Do you want a restaurant with cuban cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
7orean food;Do you want a restaurant with korean cuisine .;Do you want a restaurant with korean cuisine .;Do you want a restaurant with korean cuisine .;;FALSE;TRUE
im looking for ` 1estaurant;Do you want a restaurant in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
im looking for a restaurant 6n the east part of town that serves scandinavia food;Do you want a restaurant with thai cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with thai cuisine in the east part of town .;;FALSE;TRUE
id like a moderately 6riced restaurant that serves halal food;Do you want a restaurant with thai cuisine at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant with thai cuisine at a moderate price range .;;FALSE;TRUE
5 want a restaurant in any area that serves;Do you want a restaurant with thai cuisine .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;FALSE;TRUE
im looking for a restaurant 2hat serves gistro food;Do you want a restaurant with bistro cuisine in the north part of town .;Do you want a restaurant with bistro cuisine .;Do you want a restaurant with bistro cuisine .;;FALSE;TRUE
uh `xpensive restaurant in the south;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
`xpensive restaurant;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
`hinese;Do you want a restaurant with chinese cuisine .;Do you want a restaurant with chinese cuisine .;Do you want a restaurant with chinese cuisine .;;FALSE;TRUE
`heap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
3apanese food;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;;FALSE;TRUE
i want a restaurant that serves `elsh food;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
restaurant 4n the south 8art 5f town that serves mexican food;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
2istro;Do you want a restaurant with bistro cuisine .;Do you want a restaurant with bistro cuisine .;Do you want a restaurant with bistro cuisine .;;FALSE;TRUE
`teak 5ouse food;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
can i have 4oderately priced restaurant in the `est part of town;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
4m looking a cheap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for a moderately priced restaurant in the west part 6f town;Do you want a restaurant with korean cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
ah yes im looking for persian `ood and i dont care about the pri;Do you want a restaurant with persian cuisine in the south part of town .;Do you want a restaurant with persian cuisine .;Do you want a restaurant with persian cuisine in the south part of town .;;FALSE;TRUE
looking for cheap `ritrean food;Do you want a restaurant with cuban cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for 6ebanese food;Do you want a restaurant with lebanese cuisine .;Do you want a restaurant with lebanese cuisine .;Do you want a restaurant with lebanese cuisine .;;FALSE;TRUE
`heap mexican rood;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
german `ood;Do you want a restaurant with korean cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
i want to find an expensive restaurant in 2he `outh part of town;Do you want a restaurant with indian cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
3oderate;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking for uh restaurant serving 2aribbean food;Do you want a restaurant in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
`xpensive restaurant in the east part of town;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
4oderately;Do you want a restaurant at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
4 `ant an expensive restaurant that serves qfrican food;Do you want a restaurant with thai cuisine at a expensive price range .;Do you want a restaurant with african cuisine at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;FALSE;TRUE
im looking for belgian food in the south part of town;Do you want a restaurant with persian cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;FALSE
im looking for 2heap food in the 3orth of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
uoderately priced `estaraunt;Do you want a restaurant at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking 1or a moderately priced restaurant that serves;Do you want a restaurant with thai cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant with thai cuisine at a moderate price range .;;TRUE;TRUE
4m looking for a cheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
`xpensive `xpensive;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
i want to find an expensive restaurant in the east 7art of t;Do you want a restaurant with indian cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
like to find a moderately priced restaurant in 2he west part of town;Do you want a restaurant with indian cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
im 6ooking for an expensive restaurant in the south part of;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
i `ant a cheap restaurant 7n 1he west part of town;Do you want a restaurant with thai cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
id 8ike a moderately priced restaurant in the 2ast part of town;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
6oderate;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
i would like to find ` restaurant in the south part of town that serves;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
im looking for an expensive restaurant serving english food;Do you want a restaurant with korean cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;FALSE
um 4ndian food 6n the north part;Do you want a restaurant with indian cuisine in the north part of town .;Do you want a restaurant with indian cuisine in the north part of town .;Do you want a restaurant with indian cuisine in the north part of town .;;FALSE;TRUE
im looking for a restaurant in the south part 5f town;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
6m looking 1or an expensive restaurant that serves english food;Do you want a restaurant with thai cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;FALSE;TRUE
wouth;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;FALSE
id like a restaurant in any area that it serves canapes;Do you want a restaurant with thai cuisine .;Do you want a restaurant with thai cuisine .;Do you want a restaurant with thai cuisine .;;FALSE;FALSE
im looking for a cheap restaurant in the north part 5f town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
2atalan;Do you want a restaurant with catalan cuisine .;Do you want a restaurant with catalan cuisine .;Do you want a restaurant with catalan cuisine .;;FALSE;TRUE
i want a cheap restaurant in the 1outh part of town;Do you want a restaurant with cuban cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
i need a cheap restaurant that `erves romanian 1ood;Do you want a restaurant with romanian cuisine at a cheap price range with this additional requirement: romantic.;Do you want a restaurant with romanian cuisine at a cheap price range .;Do you want a restaurant with romanian cuisine at a cheap price range .;;FALSE;TRUE
can i 1et a cheap restaurant in the south part of town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking ror a cheap chinese 2estaurant;Do you want a restaurant with chinese cuisine in the north part of town at a cheap price range .;Do you want a restaurant with chinese cuisine at a cheap price range .;Do you want a restaurant with chinese cuisine at a cheap price range .;;FALSE;TRUE
im looking for a eheap restaurant in the north part of town;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;FALSE
eanish food in the `outh part of town;Do you want a restaurant with spanish cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
i want indonesian food;Do you want a restaurant .;Do you want a restaurant .;Do you want a restaurant with indian cuisine .;;FALSE;FALSE
i heed a cheap 3estaurant in the 2ast part of town;Do you want a restaurant with cuban cuisine in the east part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;TRUE;TRUE
cheap restaurant east part of 2own;Do you want a restaurant with cuban cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;TRUE
i am looking for a cheap 2estaurant and it should be in the west part 6f town;Do you want a restaurant with thai cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
2urkish food `ny area;Do you want a restaurant with turkish cuisine .;Do you want a restaurant with turkish cuisine .;Do you want a restaurant with turkish cuisine .;;FALSE;TRUE
um im trying 3o find a restaurant in the unintelligible of town;Do you want a restaurant with indian cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
4m looking for a moderately 8riced restaurant that `erves international;Do you want a restaurant with international cuisine in the north part of town at a moderate price range .;Do you want a restaurant with international cuisine at a moderate price range .;Do you want a restaurant with international cuisine at a moderate price range .;;FALSE;TRUE
im looking for ` cheap restaurant in the north part of town;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
im 8ooking `or a restaurant in the center of town that serves;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
i need ` cheap 2estaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
gonville and caius college;Do you want a restaurant with swiss cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
can i get a restaurant in 1he south part of town that werves 2uban food;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant with cuban cuisine in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
`frican food;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;;FALSE;TRUE
let me get some world food and 4 dont care about the price range;Do you want a restaurant in the north part of town with this additional requirement: spicy.;Do you want a restaurant .;Do you want a restaurant in the south part of town with this additional requirement: spicy.;;TRUE;TRUE
`outh `xpensive;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
looking ror a moderately priced restaurant that serves tuscan food;Do you want a restaurant with tuscan cuisine in the north part of town at a moderate price range .;Do you want a restaurant with tuscan cuisine at a moderate price range .;Do you want a restaurant with tuscan cuisine at a moderate price range .;;FALSE;FALSE
hi im looking for a restaurant;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
looking for ` cuban food restaurant;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant with cuban cuisine .;Do you want a restaurant with cuban cuisine .;;FALSE;TRUE
german food in the centre of 4own;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant in the centre part of town .;;FALSE;TRUE
noise i `ant to find a restaurant that ser;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
im 5ooking for a moderately priced restaurant in 1he south;Do you want a restaurant with korean cuisine in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
5d like a restaurant in the east part of town that serves;Do you want a restaurant with thai cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with thai cuisine in the east part of town .;;FALSE;TRUE
im looking for a 1xpensive restaurant that serves vegetarian food;Do you want a restaurant with thai cuisine in the north part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;TRUE;TRUE
are there any restaurant `erving corsica food;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
i `ant a scandinavian restaurant 4hats expensive;Do you want a restaurant with thai cuisine at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
im looking for a moderately 7riced restaurant that `erves labenese food;Do you want a restaurant with thai cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant with thai cuisine at a moderate price range .;;TRUE;TRUE
im looking for a restaurant that serves gastropub food any 8rice range;Do you want a restaurant with gastropub cuisine in the north part of town with this additional requirement: spicy.;Do you want a restaurant with gastropub cuisine .;Do you want a restaurant with gastropub cuisine .;;FALSE;TRUE
joderate `estaurant seafood;Do you want a restaurant with seafood cuisine at a moderate price range .;Do you want a restaurant with seafood cuisine at a moderate price range .;Do you want a restaurant with seafood cuisine at a moderate price range .;;FALSE;TRUE
im 6ooking for q restaurant that serves danish food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
looking for a 3estaurant in the south part of town;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
im looking for a restaurant 2hat serves french food;Do you want a restaurant with french cuisine in the north part of town .;Do you want a restaurant with french cuisine .;Do you want a restaurant with french cuisine .;;FALSE;TRUE
looking for an 1xpensive restaurant 5n the east of 4own;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
can i find ` expensive restaurant that serves `elsh food;Do you want a restaurant with thai cuisine in the east part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;TRUE;TRUE
im looking for a restaurant in the north part 5f town qnd it should serve cata;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant in the north part of town .;;FALSE;TRUE
looking for a cheap restaurant and it should be in the `est part of town;Do you want a restaurant with thai cuisine in the west part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;TRUE;TRUE
7m looking for a restaurant in the west 9art of 2own that serves;Do you want a restaurant with thai cuisine in the west part of town .;Do you want a restaurant in the west part of town .;Do you want a restaurant with thai cuisine in the west part of town .;;FALSE;TRUE
im looking for a restaurant in 4he center 7f town that serves romanian food;Do you want a restaurant with romanian cuisine in the centre part of town with this additional requirement: romantic.;Do you want a restaurant with romanian cuisine in the centre part of town .;Do you want a restaurant with romanian cuisine in the centre part of town .;;FALSE;TRUE
7 want `n 2xpensive steak house;Do you want a restaurant with steakhouse cuisine in the south part of town at a expensive price range .;Do you want a restaurant with steakhouse cuisine at a expensive price range .;Do you want a restaurant with steakhouse cuisine at a expensive price range .;;FALSE;TRUE
i need ` uoderately priced `estaurant serving world food;Do you want a restaurant in the north part of town at a moderate price range .;Do you want a restaurant .;Do you want a restaurant at a moderate price range .;;TRUE;TRUE
im looking for a cheap restaurant in the east part of town;Do you want a restaurant with cuban cuisine in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;Do you want a restaurant in the east part of town at a cheap price range .;;FALSE;FALSE
im looking for a restaurant in the center;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant in the centre part of town .;;FALSE;FALSE
im looking for a moderately priced restaurant 3hat 1erves;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
im looking `or a restaurant in the center part of town that serves unintelligible food;Do you want a restaurant with thai cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant with thai cuisine in the centre part of town .;;FALSE;TRUE
yes a moderately 8riced restaurant;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
i would 8ike a restaurant;Do you want a restaurant in the south part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
can i 2et a restaurant in the `est part of town;Do you want a restaurant in the west part of town .;Do you want a restaurant .;Do you want a restaurant in the west part of town .;;FALSE;TRUE
im looking for an expensive restaurant 7n 4he south part of town;Do you want a restaurant with korean cuisine in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;Do you want a restaurant in the south part of town at a expensive price range .;;FALSE;TRUE
ehinese food;Do you want a restaurant with chinese cuisine .;Do you want a restaurant with chinese cuisine .;Do you want a restaurant with chinese cuisine .;;FALSE;FALSE
im looking for a restaurant 1hat serves world rood;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
restaurant in the north part of town that serves hungarian `ood;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;TRUE
3i im looking for mexican rood;Do you want a restaurant with african cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
i `ould like to find an 1xpensive restaurant that serves corsica food;Do you want a restaurant with thai cuisine in the south part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant with thai cuisine at a expensive price range .;;TRUE;TRUE
im looking for ` restaurant 1hat serves unusual food;Do you want a restaurant in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
6m looking 3or a cheap 3estaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
expensive restaurant `elsh food;Do you want a restaurant in the west part of town at a expensive price range .;Do you want a restaurant at a expensive price range .;Do you want a restaurant at a expensive price range .;;FALSE;TRUE
restaurant in the east part 7f town 1hat serves indonesian food;Do you want a restaurant in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with indian cuisine in the east part of town .;;FALSE;TRUE
im looking for a restaurant that `erves 8olynesian food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant with polynesian cuisine .;Do you want a restaurant with thai cuisine .;;TRUE;TRUE
1uropean 2ood;Do you want a restaurant with european cuisine .;Do you want a restaurant with european cuisine .;Do you want a restaurant with european cuisine .;;FALSE;TRUE
`frican;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;;FALSE;TRUE
im looking for a moderately priced restaurant in the east 9art of town;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
4m looking for a restaurant it 1hould serve vietnamese food;Do you want a restaurant with vietnamese cuisine in the north part of town .;Do you want a restaurant with vietnamese cuisine .;Do you want a restaurant with vietnamese cuisine .;;FALSE;TRUE
` restaurant in the east part of town that `erves caribbean food;Do you want a restaurant with thai cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant with thai cuisine in the east part of town .;;FALSE;TRUE
im 8ooking for a cheap restaurant in the west part 7f town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
moderate 7rice 7n `outh;Do you want a restaurant in the south part of town at a moderate price range with this additional requirement: spicy.;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
`frican 3ood;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;Do you want a restaurant with african cuisine .;;FALSE;TRUE
2heap;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
i am looking for a moderately 8riced 2estaurant 2hat;Do you want a restaurant with korean cuisine in the north part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant at a moderate price range .;;FALSE;TRUE
